,Id,Name,Nationality,Gender,DateAcquired
111415,9646,"Embru-Werke Mantel & Cie., Rüti, Switzerland",0,0,0
111416,9647,NEC Corporation,Japanese,0,0
111417,9650,"Tiroler Glashütte, Claus Joseph Riedel K.G., Kufstein/Tirol, Austria",0,0,0
111418,9656,Gaudí's Workshop,0,0,0
111419,9661,"Emor Radio Company, Ltd., England",0,0,0
111420,9663,"Karhula Glassworks, Finland",0,0,0
111421,9674,"Rookwood Pottery, Cincinnati, OH",0,0,0
111422,9677,"Lohmann GmbH and Co., Neuwield, Germany",German,0,1996
111423,9678,"Liberty & Co., Ltd., London",0,0,1957
111424,9679,"Vereinigte Werkstätten für Kunst im Handwerk, Munich",0,0,2016
111425,9682,"Daum Frères, Nancy, France",French,0,1958
111447,9686,"Jaguar Ltd., Coventry, England",0,0,0
111448,9688,"Jenaer Glaswerk, Schott & Genossen, Jena, Germany",0,0,0
111449,9691,"Nakayamafuku Company, Ltd., Osaka",0,0,0
111450,9692,"Miyashin Co., Ltd., Tokyo",0,0,0
111451,9693,"Karlsson & Nilsson, Sweden",Swedish,0,1948
111452,9696,"Popeet Container Corp., Verona, NJ",0,0,0
111453,9698,"Whitefriars Glassworks, England",0,0,0
111454,9700,"Kenco Products Corp., New Kensington, PA",0,0,0
111455,9702,"Heuer-Leonidas S.A., Bienne, Switzerland",0,0,0
111456,9703,U.S. Armor Corporation,American,0,0
111457,9705,"Woodnotes Oy, Helsinki",0,0,0
111458,9711,"Bell Sports, Inc., California",0,0,0
111459,9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,0,1996
111460,9716,"Craftsman Workshops, Eastwood, New York",0,0,0
111461,9719,"Mindset Corporation, Sunnyvale, CA",0,0,0
111462,9721,"A. Michelsen Silversmith, Denmark",0,0,0
111463,9723,"I.P. Lunds, Denmark",0,0,0
111464,9724,"Lalance & Grosjean Mfg. Co., Woodhaven, NY",American,0,1948
111467,9725,"Sears Roebuck Co., USA",0,0,0
111468,9726,"Robert Barber, Inc., New York, NY",0,0,0
111469,9735,"Dunbar Furniture Manufacturing Corp., Berne, IN",0,0,0
111470,9739,"Langbein, Giftwares Div., Brooklyn, NY",0,0,0
111471,9740,"Maison B. Bottet Père, Lyon",0,0,0
111472,9747,"Bell Helicopter Inc., Buffalo, NY",0,0,0
111473,9751,"Race Furniture Ltd., Sheerness, England",0,0,0
111474,9752,"INAX Corporation, Tokoname, Japan",0,0,0
111475,9753,"Widdicomb Furniture Co., New York, NY",0,0,0
111476,9754,"Wärtsilä-Koncernen AB, Notsjö Glasbruk, Finland",0,0,0
111477,9755,"Toray Industries, Inc., Tokyo",Japanese,0,1996
111478,9757,"Joseph Franken Decorative Accessories, New York, NY",0,0,0
111479,9759,"Dansk Aluminum Industri N/S, Copenhagen, Denmark",0,0,0
111480,9760,"N.V. Koninklijke Nederlandse Glasfabriek, Leerdam, The Netherlands",0,0,0
111481,9762,Lemurian Crafts,0,0,0
111482,9765,"André Giraud & Brousseau, Limoges, France",French,0,1948
111485,9766,"Stede, Inc., Chicago",0,0,0
111486,9768,Raymond Loewy,American,Male,2010
111488,9770,"The Hallicrafters Co., Chicago, IL",0,0,0
111489,9772,"Fabry Associates, Inc., New York, NY",0,0,0
111490,9774,"A. Bianchi srl/Bilumen, Milan",0,0,0
111491,9775,"McDonnell Aircraft Corp., St. Louis, MO",American,0,1948
111492,9777,"Amefa Alpeldoornse, Apeldoorne, The Netherlands",0,0,0
111493,9779,"Kromex Sales Co., Cleveland, OH",0,0,0
111494,9780,"Porzellanfabrik, Arzberg, Germany",0,0,0
111495,9782,"ETAC, Sweden",0,0,0
111496,9784,"Alsterfors, Sweden",Swedish,0,1947
111497,9788,"Tendo Co., Ltd., Tokyo, Japan",Japanese,0,0
111498,9789,"Herman Miller, Inc., Zeeland, MI",0,0,0
111499,9791,"Bieffeplast S.p.A., Padua, Italy",0,0,0
111500,9796,"Haussmann & Haussmann, Zurich",0,0,0
111501,9798,"The Gillette Company, Boston, MA",0,0,0
111502,9800,"Carrollton Metal Products Company, Carrollton, OH",0,0,0
111503,9821,"Bruno Ninaber Van Eyben Design & Production, Boxtel, Holland",0,0,0
111504,9822,"Almo, New York",American,0,1947
111505,9830,"Collins Company, Collinsville, CT",American,0,1947
111506,9832,"Swift & Anderson, Inc., Boston, MA",American,0,1948
111507,9833,"RFSU Rehab, Stockholm, Sweden",Swedish,0,0
111508,9835,"Sylvania Electric Products, Inc., New York, NY",American,0,1948
111509,9837,"Bridges Musical Instruments, Canada",0,0,0
111510,9842,"Thonet Frères, Paris, France",0,0,0
111511,9845,"Canon, Inc., Japan",Japanese,0,1991
111513,9846,"Swedese Mobler AB, Sweden",0,0,0
111514,9861,"Jacob & Josef Kohn, Vienna",0,0,0
111515,9865,"SIGG, Switzerland",0,0,0
111516,9872,"Stelton A/S, Copenhagen, Denmark",0,0,0
111517,9875,"Bang & Olufsen of America, Mount Prospect, IL",0,0,0
111518,9880,"Cravell, Inc., Long Island, NY",American,0,1947
111520,9882,"G. Soderstrom, Helsinki",0,0,0
111521,9883,"Creative Playthings, Princeton, New Jersey",0,0,0
111522,9885,"Kurt Versen Co., Englewood, NJ",0,0,0
111523,9886,"Gerber Legendary Blades, Portland, OR",0,0,0
111524,9887,"A.L. Hirsch & Co., New York, NY",American,0,1947
111525,9889,"Viking Glass Co., New Martinsville, WV",0,0,1948
111526,9891,"Menlo Textiles, Menlo Park, CA",0,0,2016
111527,9897,Maurice Rheims,0,Male,0
111528,9901,"William Hutton & Sons, Sheffield, England",0,0,0
111529,9903,"Konrad König, Munich",0,Male,0
111530,9905,"Frantz Hingelberg, Aarhus, Denmark",0,Male,0
111531,9911,"Dresdner Werkstätten für Handwerkskunst, Dresden",0,0,0
111532,9917,"Louisville Tackle Co., Louisville, KY",American,0,1947
111533,9919,"The Silex Company Boston, MA (now Silex & Equipment Div., Bloomfield Industries, New York, NY)",0,0,0
111534,9923,"Markle Featherlite Products Corp., Rochester (later in Oak Park), MI",0,0,0
111535,9931,"The Van Dorn Iron Works Co., Cleveland, OH",0,0,0
111536,9932,"Deutsche Werkstaetten GmbH, Hellerau, Germany",0,0,0
111537,9933,"Deutsche Werkstätten für Handwerkskunst, Germany",0,0,0
111538,9941,"Nybro, Sweden",Swedish,0,1947
111541,9948,"Iroquois China Co., Syracuse, NY",0,0,0
111542,9951,"The Yale & Towne Mfg. Co., Stamford, CT",American,0,1948
111547,9952,"Schwintzer & Gräff, Berlin",0,0,0
111548,9953,"American Steel & Wire Co., Worcester, MA",American,0,1934
111558,9954,Telex Electro Acoustic Division,0,0,1947
111559,9958,"Aluminum Company of America, Pittsburgh, Pennsylvania",American,0,1934
111562,9961,"Riverside China, Riverside, CA",0,0,0
111563,9962,"Körtig & Matthiesen, Leipzig, Germany",0,0,0
111564,9968,"Bauhaus Weaving Workshops, Weimar",0,0,0
111565,9970,"Karhula-Iittala, Iittala, Finland",0,0,0
111566,9971,"Warehouse Point Co., Warehouse Point, CT",American,0,1947
111567,9972,"Hemco Plastics Div. of Bryant Electrical Co., Bridgeport, CT",American,0,1948
111572,9973,Eliot Noyes and Associates,American,0,1973
111574,9979,"Asko, Lahti, Finland",0,0,0
111575,9980,"Authentics artipresent GmbH, Germany",0,0,0
111576,9983,"Unifor S.p.A., Turate, Italy",0,0,0
111577,9984,"The Hartford Products Corp., Chicago, IL",0,0,0
111578,9985,"Ansa Bottle Company, Inc., Muskogee, OK",0,0,0
111579,9988,"Porzellanfabrik, Schoenwald, Germany",0,0,0
111580,9989,"E. Kold Christensen, Copenhagen, Denmark",0,0,0
111581,9995,"Alessi Fratelli S.p.A., Crusinallo, Italy",Italian,0,0
111582,9998,"Hospitalsartikler A/S, Solberg, Denmark",0,0,0
111583,10001,"Tecno S.p.A., Milan",0,0,0
111584,10004,"Carl Hansen and Son, Odense, Denmark",0,0,0
111585,10009,"New City Editions, Venice, CA",0,0,0
111586,10010,"Hudson Fixtures, USA",0,0,0
111587,10012,"Hall's Wheels, Cambridge, MA",0,0,0
111588,10013,"Hall China Co., East Liverpool, OH",0,0,0
111589,10014,"Mutual Sunset Lamp Mfg. Co., New York, NY",0,0,0
111590,10016,"Intel Corporation, Santa Clara, CA",American,0,1988
111598,10022,Stanley-Bostitch,American,0,0
111599,10024,"Wohnbedarf AG, Zürich",Swiss,0,0
111600,10026,"Rudolf Held, Schelklingen, Germany",0,Male,0
111601,10027,"The Aluminum Cooking Utensil Co., New York, NY",American,0,1948
111606,10029,"Küschall of America, Camarillo, CA",0,0,0
111607,10030,"Antiference Ltd., Aylesbury, England",0,0,0
111608,10031,"Prophylactic Brush Co., Prolon Div., Florence, MA",0,0,0
111609,10032,"Olivetti Underwood Corporation, New York, NY",0,0,0
111610,10033,"Design M Ingo Maurer GmbH, Munich",0,0,0
111611,10034,Sargent & Co.,American,0,1953
111612,10038,"Mitsuboshi Company, Seki-city, Gifu, Japan",0,0,0
111613,10039,"Raymar Industries, Inc., New York, NY",0,0,0
111614,10042,"Tyke Corporation, Chicago, IL",0,0,0
111615,10044,"Brown & Sharpe Mfg. Co., Providence, RI",American,0,1934
111617,10045,"West Bend Aluminum Co., Wisconsin",0,0,1947
111619,10050,"G. B. Plast, Bologna, Italy",0,0,0
111620,10061,"Rossi & Arcandi, Vicenza, Italy",0,0,0
111621,10065,"International Silver Co., Meriden, CT",0,0,1948
111623,10066,"Allan Adler Handwrought Silver, Hollywood, CA",American,0,0
111624,10067,"V'Soske Shops, Grand Rapids",American,0,0
111625,10068,"Sinclair Radionics Ltd., Huntingdon, England",0,0,0
111626,10069,"J.W. Hukin & J.T. Heath, London",0,0,0
111627,10078,"Elkington & Co., England",0,0,0
111628,10079,Alfred E. Knobler & Co.,0,0,0
111629,10080,"Fopais Franchini, Milan",0,0,0
111630,10081,"Godley-Schwan, PA",0,Male,0
111631,10082,"Anchor Tool Co., USA",American,0,1950
111632,10085,Fortuny,0,0,0
111633,10086,"Ishimaru Co., Japan",0,0,0
111634,10090,"Escofet y Ca, Barcelona",0,0,0
111635,10092,"Eugene Dietzgen Company, New York, NY",American,0,1934
111636,10093,Victor Tool Co.,American,0,1947
111637,10098,"Castleton China Co., New Castle, PA",0,0,0
111638,10105,Hutzler Manufacturing Co.,American,0,1948
111640,10106,"Wecolite Co., New York, NY",American,0,1948
111641,10108,"Franz Schneider Brakel GmbH & Co., Germany",0,0,0
111642,10109,"S.A. des Cabléries et Tréfileries Cossonay, Switzerland",0,0,0
111643,10111,"Northampton Cutlery Company, Northampton, MA",0,0,0
111644,10113,"S.K.F. Industries, Inc., Hartford, CT",American,0,1934
111645,10115,"Emilio Lagostina, S.p.A., Italy",0,0,0
111646,10116,"Chase Brass & Copper Co., Waterbury, CT",American,0,0
111647,10117,"Jernbolaget, Eskilstuna, Sweden",0,0,1958
111648,10118,"Federal Tool Co., Inc., Springfield, MA",American,0,1950
111649,10119,"Rheemax, Inc., USA",0,0,0
111650,10121,"Scovill Mfg. Co., Plumbers Brass Goods Div., Waterbury, CT",American,0,1934
111651,10122,"Niels Vodder, Allerod, Denmark",0,Male,0
111652,10126,"Designum, The Netherlands",0,0,0
111653,10129,"Neils Vodder, Cabinetmaker, Copenhagen",0,0,0
111654,10130,"Manhattan Wire Goods Co., Inc., USA",0,0,0
111655,10131,"Ciciban Shoe & Children's Ware Factory, Yugoslavia",0,0,0
111656,10132,"Harry Allen and Associates, USA",American,0,0
111657,10133,"Goodell Co., Antrim, NH",American,0,1950
111658,10134,"Baker Furniture, Inc., Grand Rapids, MI",American,0,0
111659,10137,"Sandvikens Jernverks A.B., Sweden",0,0,0
111660,10138,"Akari Associates, Long Island City, New York",American,0,0
111661,10143,"Artek Oy, Helsinki",0,0,0
111662,10144,"Thyco Electrical Products, Inc., Los Angeles",0,0,0
111663,10148,"Compagnie des Cristalleries de Baccarat, Paris, France",French,0,1957
111668,10149,"The L.S. Starrett Co., Athol, MA",American,0,1958
111670,10152,"Western Electric, New York, NY",0,0,0
111671,10153,"Radius GmbH, Germany",0,0,0
111672,10157,"BioMechanical Composites, CA",American,0,1998
111673,10160,"Gedy S.p.A., Milan",0,0,0
111674,10161,"N.S. Gustin Co., New York",0,0,0
111675,10162,"Middletown Mfg. Co., Middletown, NY",0,0,0
111676,10164,"Josiah Wedgwood & Sons Ltd., Stoke-on-Trent, England",0,0,0
111677,10165,Bell Laboratories,0,0,0
111678,10166,"Cesar Color, Inc., USA",0,0,0
111679,10168,"Künstlerwerkstätten Verein, Vienna",0,0,0
111680,10169,Karl Krehan,0,Male,0
111681,10170,"Keramik Manufaktur Kupfermuehle, Germany",0,0,0
111682,10171,"Jenaer Glaswerk Schott & Gen., Mainz, Germany",0,0,0
111683,10176,"The Lancaster Lens Co., Lancaster, OH",0,0,0
111684,10179,"BMI, Germany",German,0,1981
111685,10190,"The Dow Chemical Company, USA",American,0,1998
111686,10191,Arturo Schwarz,Italian,Male,2008
111687,10196,"Bob Evans Designs, Inc., USA",0,0,0
111688,10198,"Vittorio Necchi, Pavia, Italy",0,Male,0
111689,10201,"Grasoli-Werk Gebr. Grah, Solingen, Germany",German,0,1953
111694,10202,"Riihimäen Lasi Oy, Riihimäki, Finland",0,0,0
111695,10206,"Designs for Vision, Inc., USA",0,0,0
111696,10208,"N.V. Keramische Industrie Fris, Edam, The Netherlands",0,0,0
111697,10210,"Lecson Audio Limited, Cambridge, England",British,0,0
111698,10211,"Style, Milan",0,0,0
111699,10215,"Figla Co., Ltd., Japan",0,0,0
111700,10219,"Amcor, Ltd., Tel Aviv",0,0,0
111701,10220,"Foscarini Murano S.p.A., Italy",0,0,0
111702,10222,"Club Aluminum Products Co., Chicago, IL",0,0,0
111703,10224,"Peill & Putzler, Düren, Germany",0,0,0
111704,10226,"Eric Goetz Custom Sailboats, USA",0,0,0
111705,10234,"P. Rigatti, Empoli, Italy",Italian,0,1950
111706,10235,"Richard Süssmuth Glashütte, Immenhausen, Germany",0,0,0
111707,10237,"Martin Archery, USA",0,0,0
111708,10238,Unidentified Italian Manufacturer,Italian,0,0
111709,10239,M. Katsuyoshi,0,0,0
111710,10241,"Platinum Pen Company, Ltd., Tokyo",0,0,0
111711,10242,"IBM Corporation, New York, NY",0,0,0
111712,10243,"AB Strömbergshyttan, Hovmantorp, Sweden",Swedish,0,0
111713,10245,"Logitech, Inc.",American,0,0
111714,10246,"Gallowhur Chemical Corp., Windsor, VT",0,0,0
111715,10247,"Vollrath Co., Sheboygan, WI",American,0,1950
111716,10249,"Karhula-Iittala Glassworks, Iittala, Finland",0,0,0
111717,10250,"Panasonic Company, Secaucus, NJ",0,0,0
111718,10251,"Gilardi & Barzaghi, Italy",0,0,0
111719,10253,Waltham Screw Co.,American,0,1950
111720,10256,"Tobe Pascher Workshop, The Jewish Museum, New York, NY",0,0,0
111721,10257,"Kodak A/G, Stuttgart",0,0,0
111722,10258,"Mitsubishi Electric Corp., Tokyo",0,0,0
111723,10260,FM Design,0,0,0
111724,10261,"Yale Security Products, Ltd., England",0,0,0
111725,10262,"Pacesetter AB, Sweden",0,0,0
111726,10263,"Polar Ware Company, Sheboygan, WI",American,0,1944
111727,10265,"Arteluce S.A., Milan",0,0,1965
111729,10266,"Ideal Toy Corporation, New York",0,0,0
111730,10267,"MSA, Pittsburgh, PA",0,0,0
111731,10269,"Sarvis, Finland",0,0,0
111732,10270,"Innovations in Composites, Inc., CA",0,0,0
111733,10273,"Poiret, Paris",0,0,0
111734,10274,"Sasaki, Japan",0,0,0
111735,10275,"Grand Bleu, Inc., Japan",0,0,0
111736,10276,"Salviati & C., Venice, Italy",0,0,0
111737,10277,"Beamo Corporation, Cambridge, MA",0,0,0
111738,10278,"Casio Computer Co., Ltd., Tokyo",0,0,0
111739,10279,"Fuso Gum Industry Co., Ltd., Japan",0,0,0
111740,10281,"Ermenegildo Collini S.p.A., Milan, Italy",0,0,0
111741,10286,"Mares Sport, Rapallo, Italy",0,0,0
111742,10287,"AB Rörstrands Porslinsfabriker, Lidköping, Sweden",Swedish,0,0
111743,10289,"Tiffany Furnaces, Corona, NY",0,0,0
111744,10290,"Zelco Industries, Inc.",American,0,0
111745,10291,"Peter Danko and Associates Inc., Clinton, MD",0,0,0
111746,10292,Knoll In-house Design Team,0,0,0
111747,10293,"Olivetti, Milan",0,0,0
111748,10294,"Metal Office Furniture Co. (presently Steelcase, Inc.), New York, NY",0,0,0
111749,10295,"Apple, Inc.",0,0,2010
111759,10296,"MAP (Merchants of Australian Products Pty., Ltd.)",0,0,0
111760,10298,"Wenger, Switzerland",Swiss,0,1958
111761,10299,"James Dixon & Sons, England",0,0,0
111762,10301,"H.H. de Boer and Son, Bergum, The Netherlands",0,0,0
111763,10302,"Owens-Illinois Glass Co., Toledo, OH",American,0,0
111767,10303,"St. Regis Paper Co., Panelyte Div., New York, NY",American,0,1944
111769,10304,"J.A. Henckels Zwillingswerk AG, Solingen, West Germany (now Germany)",0,0,0
111770,10305,"Rubycliff Ltd., England",0,0,0
111771,10306,"Mazda Motor Corporation, California",American,0,1998
111774,10308,"Askon Tehtaat OY, Lahti, Finland",0,0,0
111775,10311,"Aizawa, Japan",Japanese,0,0
111776,10314,"Alias S.r.l., Italy",Italian,0,0
111777,10316,"The Steubenville Pottery Company, Steubenville, OH",0,0,2018
111778,10322,"Okamura Corporation, Japan",0,0,0
111779,10325,George H. Hake Corp.,0,0,0
111780,10326,"Diamond Plastic Box, Inc., Roanoke, VA",0,0,0
111781,10328,Alvin Lustig,American,Male,2015
111882,10329,"Workshop of Gunta Stölzl, Zürich",0,0,0
111883,10331,"H.P. Designs, The Netherlands",0,0,0
111884,10336,"Skools, Inc., USA",0,0,0
111885,10338,"E. Bakalowitz & Söhne, Vienna",0,0,1959
111886,10343,"Seiko Epson Corporation, Japan",0,0,0
111887,10345,"The General Fireproofing Co., Youngstown, OH",0,0,0
111888,10347,"WRS Sportsmed, Texas",0,0,0
111889,10348,"Syn S.r.l., Italy",0,0,0
111890,10350,"O'Neill, Inc.",American,0,0
111891,10351,"Wagner Mfg. Co., Sidney, OH",0,0,0
111892,10352,"Orrefors, Sweden",0,0,0
111893,10353,"Oy Airam Ab, Helsinki",0,0,0
111894,10357,"Gross Wood & Co., San Francisco, CA",0,0,0
111895,10358,"Azucena S.r.L., Milan",0,0,0
111896,10360,"Charles Horner Ltd., Halifax",0,0,0
111897,10361,"Cheney Greef & Co., New York, NY",American,0,1954
111898,10363,"Design Frame Inc., New York, NY",0,0,0
111899,10364,"Stockmann-Orno, Finland",0,0,0
111900,10365,"Bear Archery Company, Grayling, MI",0,0,0
111901,10370,"Edison Price, New York, NY",0,0,0
111902,10371,"Bell-Toptex, Inc., Bell, CA",0,0,0
111903,10372,"Paulson Manufacturing Corp., Fallbrook, CA",0,0,0
111904,10374,Fratelli Grivel (now Grivel S.r.l.),Italian,0,1962
111905,10378,"OY Tampella AB, Finland",0,0,0
111906,10379,"Grohmann Knives, Ltd., Pictou, Canada",0,0,0
111907,10381,"Blyde & Co. Ltd., England",0,0,0
111908,10383,"Hämmerli, Ltd., Lenzburg, Switzerland",Swiss,0,1962
111909,10385,"Head Ski Co., Timonium, MD",0,0,0
111910,10386,"Hobie Surfboards, Dana Point, CA",0,0,0
111911,10390,"Huonekalutehdas Korhonen Oy, Littoinen, Finland",0,0,0
111912,10391,"Carl Zeiss, Inc.",German,0,0
111913,10398,"Shop of Samuel Gragg, Furniture Warehouse, Boston, MA",0,0,0
111914,10399,"Swid Powell, New York",0,0,0
111915,10401,"Kundalini srl. - Corpi di Illuminazione, Milan",0,0,0
111916,10404,"Strategi/Holmback ApS, Copenhagen",0,0,0
111917,10406,"Boda Nova, Sweden",0,0,0
111918,10415,"Morris & Co., London",0,0,0
111919,10416,"Campana Objetos, São Paulo, Brazil",0,0,0
111920,10418,"FRZ-Metallwarenfabrik, Zuzenhausen, Germany",0,0,0
111921,10419,"Edra Mazzei, Pisa, Italy",0,Female,0
111922,10420,"LEGO Group, Billund, Denmark",0,0,0
111923,10421,"Gittler Guitar Inc., New York, NY",0,0,0
111924,10422,"Riedel Crystal, Kufstein, Austria",0,0,0
111925,10423,"Segno srl, Milan",0,0,0
111926,10428,"Bamberg Metallwerkstätten, Berlin",0,0,0
111927,10434,"Inoue Pleats Co., Ltd., Fukui, Japan",Japanese,0,2000
111928,10435,"Porcelli Assoc., Inc., USA",0,0,0
111929,10438,"Ingo Maurer GmbH, Germany",0,0,0
111930,10440,"Van Keppel-Green, USA",0,0,0
111931,10442,"Swatch AG, Switzerland",Swiss,0,1999
111934,10449,"Guild of Handicraft Ltd., London",0,0,0
111935,10450,"Design Research, New York",0,0,0
111936,10453,"Kebe Møbler ApS, Copenhagen",0,0,0
111937,10457,"Artek, Finland",0,0,0
111938,10459,"Atelier Vitreon, North Haven, CT",0,0,0
111939,10462,"La Société F.S.D., France",0,0,0
111940,10465,"Studio Luce, Italy",0,0,0
111941,10468,H. C. Craythorne,0,0,0
111942,10473,"Giovannetti, Italy",0,0,0
111943,10474,"Robeson Cutlery Co., Inc., Perry, NY",0,0,0
111944,10477,"Interex Inc., New York, NY",0,0,0
111945,10478,"Old Hall Works Tableware, Bloxwich, U.K.",0,0,0
111946,10480,"Leif Wessman Associates, Inc., New York, NY",0,0,0
111947,10481,"San Castings Corp., Brewster, NY",0,0,0
111948,10482,"Longato Arredamenti S.p.A., Padua, Italy",0,0,0
111949,10483,"Continental Can Co., USA",American,0,1967
111951,10485,"Studio DA, Japan",0,0,0
111952,10487,"Smith Metal Arts, Buffalo, NY",0,0,0
