,Id,Name,Nationality,Gender,DateAcquired
45154,2813,Anthony Ingolia,American,Male,1951
45155,2814,Robert Ingram,American,Male,1941
45157,2815,Mark Innerst,American,Male,1986
45158,2816,Genichiro Inokuma,Japanese,Male,1967
45159,2817,Will Insley,American,Male,1973
45164,2820,Eugène Ionesco,French,Male,1981
45185,2821,Jean Ipoustéguy,French,Male,1970
45198,2822,Angelo Ippolito,American,Male,1977
45199,2823,David Ireland,American,Male,1995
45207,2824,Richard W. Ireland,American,Male,1956
45209,2825,Carlos Irizarry,American,Male,1970
45210,2826,Marcos Irizarry,American,Male,1967
45212,2828,Robert Irwin,American,Male,1969
45213,2829,Rolf Iseli,Swiss,Male,1980
45214,2830,Hortense B. Isenberg,American,Female,1959
45215,2832,Sheila Isham,American,Female,1970
45226,2833,Shuji Ishii,Japanese,Male,1959
45227,2834,Yasuhiro Ishimoto,Japanese,Male,1981
45268,2835,Eiko Ishioka,Japanese,Female,1970
45269,2836,Yukihisa Isobe,Japanese,Male,1969
45279,2837,Arata Isozaki,Japanese,Male,1993
45298,2838,Marvin Israel,American,Male,1966
45300,2839,Robert Israel,American,Male,1972
45338,2840,Jozef Israels,Dutch,Male,1942
45340,2841,Junichi Itahashi,Japanese,Male,1980
45341,2842,Kenji Itoh,Japanese,Male,1956
45343,2843,Johannes Itten,Swiss,Male,1978
45351,2844,Graciela Iturbide,Mexican,Female,1986
45369,2845,Olja Ivanjicki,Serbian,Female,1967
45370,2846,Earl Iversen,American,Male,1976
45375,2847,Norman Ives,American,Male,1967
45378,2848,Koji Iwagami,Japanese,Male,1984
45379,2849,Reika Iwami,Japanese,Female,1965
45380,2850,Takeji Iwamiya,Japanese,Male,1959
45381,2851,Yoshiyuki Iwase,Japanese,Male,1959
45382,2852,Iyola,Canadian Inuit,Male,1960
45384,2853,Izis,French,Male,1959
45386,2854,Shigeru Izumi,Japanese,Male,1963
45387,2855,Christian Jaccard,French,Male,1990
45388,2856,Joseph Jachna,American,Male,1979
45389,2857,Bill Jacklin,British,Male,1970
45390,2858,Robert Jacks,Australian,Male,1981
45391,2859,Gerald Jackson,American,Male,1975
45471,2860,Jean Jackson,American,Female,1941
45472,2861,Martin Jackson,American,Male,1952
45473,2862,Oliver Jackson,American,Male,1989
45474,2863,William Henry Jackson,American,Male,1989
45501,2864,David Jacob,American,Male,1973
45502,2865,Max Jacob,French,Male,1935
45504,2866,Walter Jacob,German,Male,1964
45505,2867,Aldo Jacober,Italian,Male,0
45506,2868,Lotte Jacobi,American,Female,1964
45518,2869,Arne Jacobsen,Danish,Male,1997
45536,2871,Alexandra Nikolaevna Jacobson,Russian,Female,1976
45537,2872,James J. Jacobson,American,Male,1958
45538,2873,J. Jacquelin,French,0,1957
45539,2874,Alain Jacquet,French,Male,1977
45543,2875,Yvonne Jacquette,American,Female,1990
45551,2876,Willy Jaeckel,German,Male,1952
45553,2877,Bernhard Jaeger,German,Male,1967
45557,2878,N. Jay Jaffee,American,Male,1976
45560,2879,Shirley Jaffe,American,Female,1987
45561,2880,Christopher P. James,American,Male,1977
45563,2881,Marcel Janco,Israeli,Male,1967
45573,2882,Sidney Janis,American,Male,1979
45574,2883,Tony Jannetti,American,Male,1983
45575,2884,Alain Jans,French,Male,1964
45577,2885,Angela Jansen,American,Female,1973
45579,2886,Franz Maria Jansen,German,Male,1940
45580,2887,Horst Janssen,German,Male,1967
45594,2888,Richard Janthur,German,Male,1943
45598,2889,Rudolph Janu,American,Male,1965
45599,2890,Théophile Jaquen,French,Male,1988
45600,2891,Richards Jarden,American,Male,1973
45601,2892,Evandro Carlos Jardim,Brazilian,Male,1968
45602,2893,Alfred Jarry,French,Male,1993
45635,2895,Valerie Jaudon,American,Female,1982
45636,2896,Alexei Jawlensky,Russian,Male,1972
45645,2898,Marcel Jean,French,Male,1947
45692,2899,Pierre Jeanneret,Swiss,Male,0
45693,2900,Jeff (Jeff Russell),American,Male,1987
45694,2901,Werner Jeker,Swiss,Male,1988
45697,2902,Paul Jenkins,American,Male,1965
45734,2903,Thomas Jenkins,American,Male,1986
45735,2904,Neil Jenney,American,Male,1977
45742,2905,Payne Jennings,British,Male,1981
45743,2906,Alfred Jensen,American,Male,1964
45776,2907,Bill Jensen,American,Male,1994
45839,2909,Jacob Jensen,Danish,Male,1980
45853,2911,Floris Jespers,Belgian,Male,1941
45867,2912,Oscar Jespers,Belgian,Male,1946
45868,2913,Jess,American,Male,1974
45871,2914,Luis Jimenez,American,Male,1993
45874,2915,Max Jiménez,Costa Rican,Male,1967
45936,2916,Edith Jimenez,Paraguayan,Female,1969
45937,2918,Carl H. Johansen III,American,0,1968
45938,2919,Patricia Johanson,American,Female,1978
45941,2920,Augustus John,British,Male,1975
45946,2921,Gwen John,British,Female,1958
45952,2922,Jiří John,Czech,Male,1970
45954,2923,Jasper Johns,American,Male,1961
46380,2924,Clifton Johnson,American,Male,1987
46381,2925,Daniel LaRue Johnson,American,Male,1965
46382,2926,Lester F. Johnson,American,Male,1986
46389,2927,Philip Johnson,American,Male,1985
46390,2928,Ray Johnson,American,Male,1982
46416,2929,Ynez Johnston,American,Female,1951
46454,2930,Joan Jonas,American,Female,1987
46480,2931,Allen Jones,British,Male,1966
46518,2932,E. Powis Jones,American,Male,1954
46523,2933,Harold Jones,American,Male,1969
46524,2934,Joe Jones,American,Male,1982
46586,2935,John Paul Jones,American,Male,1960
46621,2936,Pirkle Jones,American,Male,1983
46622,2937,Robert Edmond Jones,American,Male,1947
46624,2938,Charles Jongejans,Dutch,Male,1956
46625,2939,Raymond Jonson,American,Male,1969
46628,2940,Sven Jonson,Swedish,Male,1956
46629,2941,Paul Joostens,Belgian,Male,1985
46630,2942,Raymond Jordan,American,Male,1948
46632,2943,Asger Jorn,Danish,Male,1992
46690,2944,Ken Josephson,American,Male,1992
46703,2945,Henri-Gustave Jossot,French,Male,1956
46706,2946,Bernard Joubert,French,Male,1974
46708,2947,Carl Jakob Jucker,Swiss,Male,0
46709,2948,Donald Judd,American,Male,1967
46786,2949,Finn Juhl,Danish,Male,1950
46791,2950,Sven-Eric Juhlin,Swedish,Male,1987
46792,2951,Mervin Jules,American,Male,1941
46794,2952,Bishin Jumonji,Japanese,Male,1977
46798,2953,Dora Jung,Finnish,Female,0
46800,2954,Theodor Jung,American,Male,1941
46804,2955,J. P. Junot,French,0,1987
46806,2956,Joan Junyer,American,Male,1973
46810,2957,Robert Kabak,American,Male,1956
46811,2958,Fred Kabotie,American,Male,1947
46812,2960,Reuben Kadish,American,Male,1944
46823,2961,Menashe Kadishman,Israeli,Male,1975
46828,2962,Kafemann,Nationality unknown,0,1943
46829,2963,Frida Kahlo,Mexican,Female,1943
46832,2964,Louis I. Kahn,American,Male,1997
46961,2965,Max Kahn,American,Male,1952
46962,2966,Richard Kahn,American,Male,1974
46963,2967,Wolf Kahn,American,Male,1961
46965,2968,Jacob Kainen,American,Male,1973
46967,2969,Leopold von Kalckreuth,German,Male,1952
46968,2970,Viaceslav Kalinin,Russian,Male,1967
46969,2971,Horst-Egon Kalinowski,German,Male,1967
47000,2972,Simpson Kalisher,American,Male,1998
47022,2973,Richard Kalvar,American,Male,1974
47032,2974,Yusaku Kamekura,Japanese,Male,1988
47039,2975,Takahisa Kamijyo,Japanese,Male,1978
47041,2977,Gerome Kamrowski,American,Male,1978
47042,2978,Consuelo Kanaga,American,Female,1959
47048,2979,Kanamori Yoshio,Japanese,Male,1959
47051,2980,Eizi Kanbayashi,Japanese,Male,1959
47052,2981,Vasily Kandinsky,French,Male,1952
47199,2982,John Kane,American,Male,1939
47204,2983,Bob Kane,American,Male,2005
47206,2984,Matsumi Kanemitsu,American,Male,1968
47279,2985,Sam Kaner,American,Male,1954
47280,2986,Mitsuo Kano,Japanese,Male,1968
47284,2987,Alexander Kanoldt,German,Male,1935
47287,2988,Morris Kantor,American,Male,1976
47293,2989,Tim Kantor,American,Male,1965
47294,2990,Herbert W. Kapitzki,Nationality unknown,Male,1965
47312,2991,Anatoli Lvovich Kaplan,Russian,Male,1962
47440,2993,Jerome Kaplan,American,Male,1953
47454,2994,Peggy Jarrell Kaplan,American,Female,1987
47455,2995,Anish Kapoor,British,Male,1994
47498,2996,Susan Kaprov,American,Female,1975
47500,2997,Allan Kaprow,American,Male,1967
47513,2998,Janusz Kapusta,Polish,Male,1985
47514,2999,Erica Karawina,German,Female,1941
47545,3000,Dennis Kardon,American,Male,1982
47548,3002,"Karhula-Iitala, company design",Finnish,0,1958
47549,3004,Wolf Karnagel,German,Male,1988
47550,3005,Gaston Karquel,French,Male,1983
47551,3006,Yousuf Karsh,Canadian,Male,1959
47555,3007,Kasai,Nationality unknown,0,1941
47556,3008,Gertrude Käsebier,American,Female,1986
47644,3009,Pentti Kaskipuo,Finnish,Male,1965
47645,3010,Lajos Kassák,Hungarian,Male,1985
47653,3011,Barbara Kasten,American,Female,1987
47657,3012,Karl Kasten,American,Male,1974
47673,3013,William Katavolos,American,Male,0
47674,3014,Eiichiro Katayama,0,0,1959
47675,3015,Koji Kato,Japanese,Male,1990
47676,3016,Alex Katz,American,Male,1967
47829,3017,Joel Katz,American,Male,1983
47830,3018,Leo Katz,American,Male,1964
47831,3019,Herbert Katzman,American,Male,1963
47832,3020,E. McKnight Kauffer,American,Male,1961
48032,3021,Craig Kauffman,American,Male,1972
48039,3022,Donald  Kaufman,American,Male,1968
48040,3023,Max Kaufman,American,Male,1942
48047,3024,Pettus Kaufman,Nationality unknown,0,1941
48048,3025,Willy Kaufmann,Swiss,Male,1970
48049,3026,Max Kaus,German,Male,1940
48051,3027,Kikuji Kawada,Japanese,Male,1974
48061,3028,Kawakami Sumio,Japanese,Male,1957
48065,3029,Kawanishi Hide,Japanese,Male,1959
48069,3030,On Kawara,Japanese,Male,1977
48152,3031,Takeshi Kawashima,Japanese,Male,1971
48156,3032,J. P. Kayser Sohn,German,0,1958
48161,3033,Kayserzinn Workshop,German,0,1990
48162,3034,Kazuko Miyamoto,Japanese,Female,1978
48164,3035,Jerry Kearns,American,Male,1993
48168,3037,Pat Keely,British,Male,1945
48183,3038,Kim Keever,American,Female,1985
48188,3039,Neysa McMein,American,0,1940
48189,3041,Ernst Keller,Swiss,Male,1955
48200,3042,Henry George Keller,American,Male,1944
48201,3044,Douglas Kelley,American,Male,0
48202,3045,Mike Kelley,American,Male,1987
48230,3046,Jean Kellogg,American,Female,1956
48241,3047,Daniel Kelly,American,Male,1985
48242,3048,Ellsworth Kelly,American,Male,1967
49474,3049,James Kelly,American,Male,1969
49489,3050,Leon Kelly,American,Male,1951
49490,3051,Richard Kelly,American,Male,1942
49491,3052,Sherman L. Kelly,American,Male,1956
49492,3053,Paul Kelpe,American,Male,1975
49495,3054,Richard Kemble,American,Male,1989
49496,3055,Zoltan Kemeny,Swiss,Male,1959
49497,3056,Roland Kempe,Swedish,Male,1954
49498,3057,William Sargent Kendall,American,Male,1983
49499,3058,Mel Kendrick,American,Male,1991
49501,3059,Isamu Kenmochi,Japanese,Male,1964
49504,3060,Clarence Kennedy,American,Male,0
49542,3061,Gene Kennedy,American,Male,1983
49544,3062,Eric Henri Kennington,British,Male,1945
49550,3065,Rockwell Kent,American,Male,1964
49556,3066,Colleen Frances Kenyon,American,Female,1985
49559,3067,György Kepes,American,Male,1999
49568,3068,Juliet Kepes,American,Female,1941
49569,3069,G. Ray Kerciu,American,Male,1969
49572,3071,Eugène Nestor de Kermadec,French,Male,1964
49613,3072,André Kertész,American,Male,1985
49666,3073,Alan Kessler,American,Male,1977
49667,3074,Jon Kessler,American,Male,1987
49669,3075,Robert Glenn Ketchum,American,Male,1986
49670,3076,Mar Jean Kettunen,American,Female,1950
49671,3078,Bhupen P. Khakhar,Indian,Male,1967
49672,3079,Krishen Khanna,Indian,Male,1966
49673,3081,Henry Khudyakov,Russian,Male,1987
49674,3082,Kiawak Ashoona,Canadian,Male,1965
49675,3083,Michael Kidner,British,Male,1981
49686,3085,Hubert Kiecol,German,Male,1987
49687,3086,Anselm Kiefer,German,Male,1984
49725,3087,William Kienbusch,American,Male,1951
49726,3088,Edward Kienholz,American,Male,1984
49731,3090,Günther Kieser,German,Male,1981
49736,3091,Frederick Kiesler,American,Male,1966
49772,3092,Ken Kiff,British,Male,1982
49773,3093,Mokuma Kikuhata,Japanese,Male,1965
49774,3094,Chris Killip,British,Male,1986
49794,3095,Kenneth Kilstrom,American,Male,1949
49795,3096,Tchah-Sup Kim,Korean,Male,1976
49796,3097,Ihei Kimura,Japanese,Male,1959
49798,3098,Kosuke Kimura,Japanese,Male,1973
49801,3099,Risaburo Kimura,Japanese,Male,1969
49803,3100,Shigeru Kimura,Japanese,Male,1969
49804,3101,David Kindersley,British,Male,1961
49805,3102,Bruce Anthony King,Canadian,Male,1973
49806,3104,Phillip King,British,Male,1968
49807,3105,W. B. King,American,0,1940
49808,3106,Dong Kingman,American,Male,1941
49809,3107,Hazel Kingsbury,American,Female,1968
49812,3108,Jonah Kinigstein,American,Male,1952
49813,3109,Tomio Kinoshita,Japanese,Male,1965
49815,3110,Darius Kinsey,American,Male,1975
49846,3111,Martin Kippenberger,German,Male,1990
50079,3112,Yasuhiro Kira,Japanese,Male,1989
50080,3113,Michael Kirby,American,Male,1984
50083,3114,Guenther C. Kirchberger,German,Male,1964
50086,3115,Ernst Ludwig Kirchner,German,Male,1964
50255,3116,Alain Kirili,French,Male,1985
50257,3117,Eve Kirk,British,Female,1937
50258,3118,Per Kirkeby,Danish,Male,1985
50309,3119,Toshiyuki Kita,Japanese,Male,1984
50311,3120,Shozo Kitadai,Japanese,Male,1959
50313,3121,R. B. Kitaj,American,Male,1995
50423,3122,Fumio Kitaoka,Japanese,Male,1954
50427,3123,Poul Kjærholm,Danish,Male,1968
50431,3124,Jóhannes Sveinsson Kjarval,Icelandic,Male,1961
50432,3125,Charles Klabunde,American,Male,1969
50433,3126,Konrad Klapheck,German,Male,1979
50434,3127,Klara,British,0,1936
50435,3128,Gabi Klasmer,Israeli,Female,1988
50436,3129,Felix Klee,German,Male,1963
50437,3130,Paul Klee,German,Male,1956
50579,3131,Ron Kleemann,American,Male,1976
50581,3132,Allen Klein,American,Male,0
50582,3133,Cesar Klein,German,Male,1985
50583,3134,David Klein,American,Male,1957
50584,3135,Irwin B. Klein,American,Male,1964
50586,3136,William Klein,American,Male,1992
50636,3137,Yves Klein,French,Male,1979
50648,3138,Richard Kleinberg,American,Male,1987
50653,3139,Lea Kleiner,Chilean,Female,1968
50654,3140,Paul Kleinschmidt,German,Male,1970
50662,3141,Vera Klement,American,Female,1953
50663,3142,Werner Klemke,German,Male,1960
50664,3143,Walther Klemm,German,Male,1952
50667,3144,Mark Klett,American,Male,1983
50700,3145,Carl Heinz Kliemann,German,Male,1961
50702,3146,Erika Giovanna Klien,Austrian,Female,1979
50703,3147,Gustav Klimt,Austrian,Male,1968
50714,3148,Franz Kline,American,Male,1999
50723,3149,Max Klinger,German,Male,1955
50763,3150,Stuart Klipper,American,Male,1985
50789,3152,Gustav Kluge,German,Male,1987
50790,3155,Sergei Senkin,Russian,Male,2001
50791,3156,Berndt Klyvare,Swedish,Male,1960
50793,3157,Stefan Knapp,British,Male,1957
50794,3159,Karl Knaths,American,Male,1944
50795,3160,Werner Knaupp,German,Male,1969
50797,3161,Ernest Knee,American,Male,1942
50800,3162,Gwen Knight,American,Female,1978
50801,3163,Karla Knight,American,Female,1988
50802,3165,Donald R. Knorr,American,Male,1950
50803,3166,Charles Knowles,American,Male,1960
50812,3167,Christopher Knowles,American,Male,1982
50824,3168,Justin Knowles,British,Male,1976
50826,3169,Jonathan Knowlton,American,Male,1961
50827,3170,Win Knowlton,American,Male,1987
50828,3171,Archibald Knox,British,Male,1949
50829,3172,Jack Knox,British,Male,1988
50832,3174,Yasuhide Kobashi,Japanese,Male,1959
50834,3175,Kobayashi Riichiro,Japanese,Male,1959
50835,3176,Robert Kobayashi,American,Male,1984
50836,3177,Aleksander Kobzdej,Polish,Male,1960
50837,3179,Kenneth Koch,American,Male,0
50838,3180,Benita Koch-Otte,German,Female,1958
50839,3181,Reina Kochashian,Nationality unknown,Female,1970
50840,3182,Karl Koehler,American,Male,0
50841,3183,Fritz Koenig,German,Male,1962
50844,3184,W. Koenigstein,Austrian,Male,1982
50846,3185,Ottokar Koeppen,German,Male,1961
50847,3186,Karl Koepping,German,Male,1985
50850,3187,Henry Koerner,American,Male,1979
50851,3188,Jinkichi Koga,Japanese,Male,1959
50852,3189,Moissey Kogan,Russian,Male,1955
50855,3191,Oskar Kogoj,Slovenian,Male,1978
50856,3192,Gabriel Kohn,American,Male,1969
50878,3193,Misch Kohn,American,Male,1956
50904,3194,Nobuaki Kojima,Japanese,Male,1967
50905,3195,Jurriaan Kok,Dutch,Male,0
50906,3196,Valto Kokko,Finnish,0,1980
50907,3197,Oskar Kokoschka,Austrian,Male,1946
51052,3198,Jirí Kolár,Czech,Male,1977
51058,3199,Georg Kolbe,German,Male,1954
51064,3200,Stanislav Kolibal,Czech,Male,1976
51066,3201,Käthe Kollwitz,German,Female,1944
51100,3202,Ray Komai,American,Male,1951
51101,3203,Komai Tetsuro,Japanese,Male,1954
51104,3205,Vitaly Komar,American,Male,0
51105,3206,Komar and Melamid,American,Male,0
51106,3207,Makoto Komatsu,Japanese,Male,1995
51119,3208,Vladimir Michailovich Konashevich,Russian,Male,2001
51121,3209,Béla Kondor,Hungarian,Male,1970
51122,3210,Kasper König,German,Male,1977
51123,3211,Akira Kono,Japanese,Male,1959
51124,3212,Elaine de Kooning,American,Female,1995
51135,3213,Willem de Kooning,American,Male,1965
51269,3217,Henning Koppel,Danish,Male,1984
51270,3218,Chaim Koppelman,American,Male,1964
51274,3220,Georg Koppmann,German,Male,1989
51275,3221,Schlomo Koren,Israeli,Male,1967
51276,3222,Gajin Kosaka,Japanese,Male,1955
51278,3224,Mark Kostabi,American,Male,1986
51280,3225,Claire Wagner Kosterlitz,American,Female,1965
51282,3226,Lewis Kostiner,American,Male,1983
51288,3227,Takehisa Kosugi,Japanese,Male,1982
51332,3228,Joseph Kosuth,American,Male,1969
51348,3229,Josef Koudelka,Czech,Male,1987
51383,3230,Jannis Kounellis,Greek,Male,1998
51411,3232,Ron Kowalke,American,Male,1967
51413,3233,Antoni Kowalski,Polish,Male,1986
51414,3234,Ljuba Kozintzeva-Ehrenburg,Russian,Female,1985
51415,3235,Joyce Kozloff,American,Female,1987
51421,3236,Kirsten Kraa,American,Female,1964
51422,3237,Frans Krajcberg,Brazilian,Male,1958
51423,3238,William E. Krallman,American,Male,1956
51424,3239,Margia Kramer,American,Female,1975
51425,3240,Lee Krasner,American,Female,1968
51435,3241,Dimitri Mikhailovich Krasnopevtsev,Russian,Male,1967
51436,3242,Jovan Kratohvil,Serbian,Male,1957
51437,3244,George Krause,American,Male,1960
51457,3246,Doris Kreindler,American,Female,1965
51458,3247,August Kreyenkamp,German,Male,1989
51460,3248,Vasyl Krychevsky,Ukrainian,Male,0
51461,3249,Norbert Kricke,German,Male,1961
51462,3250,Leon Krier,Luxembourger,Male,1986
51483,3251,Irving Kriesberg,American,Male,1954
51485,3252,Paul Smith,American,Male,0
51486,3253,Les Krims,American,Male,1978
51488,3254,Harold Krisel,American,Male,1961
51492,3256,Ferdinand Kriwet,German,Male,1968
51495,3257,Vilem Kriz,American,Male,1959
51496,3258,Barron Krody,American,Male,1972
51497,3259,Per Krohg,Norwegian,Male,1935
51498,3260,Krohl/Offenberg,Nationality unknown,0,1970
51499,3261,Abram Krol,French,Male,1964
51530,3262,Leon Kroll,American,Male,1940
51532,3263,Aleksei Kruchenykh,Russian,Male,2001
51606,3264,Christian Kruck,German,Male,1955
51608,3265,Louise Kruger,American,Female,1949
51609,3266,Barbara Kruger,American,Female,1989
51640,3267,Harry van Kruiningen,Dutch,Male,1954
51642,3268,Germaine Krull,Dutch,Female,1997
51655,3269,Alexander Z. Kruse,American,Male,1935
51662,3270,Nicholas Krushenick,American,Male,1966
51692,3272,Charles Krutch,American,Male,1938
51693,3274,Michel Szulc Krzyzanowski,Dutch,Male,1994
51695,3275,Allen Kubach,American,Male,1953
51696,3276,Alfred Kubin,Austrian,Male,0
51746,3277,Shigeko Kubota,Japanese,Female,1982
51787,3279,Alena Kučerová,Czech,Female,1970
51789,3280,Rainer Kuchenmeister,0,Male,1969
51794,3281,Tetsumi Kudo,Japanese,Male,1977
51805,3282,Ivan Kudriashov,Russian,Male,1991
51809,3283,Gary Kuehn,American,Male,1979
51821,3284,Rudolf Kügler,German,Male,1957
51826,3285,Charles Kuhn,Swiss,Male,1987
51827,3287,Heinrich Kühn,German,Male,1964
51844,3288,Walt Kuhn,American,Male,1935
51896,3289,"O. J. Kuker, Seattle, WA",American,0,1950
51897,3290,Yrjö Kukkapuro,Finnish,Male,1966
51898,3291,Mikhail Kuprianov,Russian,Male,0
51899,3293,Robert Kulicke,American,Male,1965
51900,3294,Sugeru Kume,Japanese,Male,1959
51901,3295,Kipton Cornelius Kumler,American,Male,1978
51902,3296,Yasuo Kuniyoshi,American,Male,1957
51999,3298,Peter Kunz,Swiss,Male,1990
52000,3300,Lawrence Kupferman,American,Male,1947
52003,3301,Moshe Kupfermann,Israeli,Male,1977
52016,3302,František Kupka,Czech,Male,1966
52242,3304,Juan Kurchan,Argentine,Male,0
52243,3305,William Kurelek,Canadian,Male,1967
52245,3306,Mervyn Kurlansky,British,Male,1983
52246,3307,Seitaro Kuroda,Japanese,Male,1983
52247,3308,Masayuki Kurokawa,Japanese,Male,2001
52257,3309,Kuron - Gogol,German,0,1937
52260,3311,Helmuth Kurtz,Swiss,Male,1984
52261,3312,Ant Kurvers,Dutch,Male,1980
52262,3313,Maximilian Kurzweil,Austrian,Male,1969
52264,3314,Kenji Kusaka,Japanese,Male,1970
52266,3315,Yayoi Kusama,Japanese,Female,1999
52285,3316,Rainer Küschall,Swiss,Male,1988
52286,3317,Robert Kushner,American,Male,1982
52310,3318,Waldemar Kutner,Brazilian,0,1958
52311,3319,Pavel Kuznetsov,Russian,Male,1979
52312,3320,Paul Kwilecki,American,Male,1967
52313,3321,K2 Design Studio,Japanese,0,1981
52314,3322,Jean L'Anselme,French,Male,1976
52321,3323,Alain de La Bourdonnaye,French,Male,1964
52334,3325,Roger de La Fresnaye,French,Male,1965
52402,3326,Chet La More,American,Male,0
52403,3327,Terence La Noue,American,Male,1989
52405,3328,Frank LaPena,American,Male,1988
52414,3329,Jean-Emile Laboureur,French,Male,1954
52418,3330,Syl Labrot,American,Male,1973
52433,3331,Joseph Lacasse,French,Male,1967
52434,3332,Gaston Lachaise,American,Male,1935
52457,3333,Georges Lacombe,French,Male,1978
52458,3334,Jacques Lacomblez,Belgian,Male,1964
52459,3335,Charles Lacoste,French,Male,1956
52460,3336,Richard Lacroix,Canadian,Male,1967
52462,3337,George Ladas,American,Male,1970
52463,3338,Justen Ladda,German,Male,1987
52466,3339,Adriano Lagostina,Italian,Male,0
52467,3340,Massimo Lagostina,Italian,Male,0
52468,3341,Richard Lahey,American,Male,1940
52470,3342,Wolfgang Laib,German,Male,2000
52478,3343,Eleanore Laine,American,Female,1965
52479,3344,Gerald Laing,British,Male,1969
52544,3346,Maxime Lalanne,French,Male,1964
52546,3348,Jennett Lam,American,Female,1970
52548,3349,Wifredo Lam,Cuban,Male,1970
52570,3350,Thomas Lamb,American,Male,1955
52572,3351,Jacqueline Lamba,French,Female,1947
52573,3352,Roberto De Lamónica,Brazilian,Male,1969
52575,3354,Mark Lancaster,British,Male,1969
52580,3355,Colin Lanceley,Australian,Male,1967
52590,3356,Paul Landacre,American,Male,1935
52591,3357,Jacob Landau,American,Male,1962
52606,3358,Nils Landberg,Swedish,Male,1961
52607,3359,Armin Landeck,American,Male,1949
52610,3361,Ronnie Landfield,American,Male,1977
52613,3362,Edoardo Landi,Italian,Male,1964
52614,3363,Bengt Landin,Swedish,Male,1967
52615,3364,Richard W. Landis,American,Male,1972
52616,3365,Darrell Landrum,American,Male,1956
52617,3366,Herman Landshoff,American,Male,1962
52618,3367,Stanley Landsman,American,Male,1967
52619,3368,Octave Landuyt,Belgian,Male,1959
52622,3369,Lois Lane,American,Female,1980
52631,3370,David Lang,American,Male,1955
52633,3371,Helmut Lang,German,Male,1967
52634,3372,Ed E. Langbein,American,Male,1948
52638,3373,Dorothea Lange,American,Female,1943
53118,3374,Otto Lange,German,Male,1949
53120,3375,Wilfred O. Langille,American,Male,0
53121,3376,Ernst Langloh,German,Male,0
53122,3377,Juan Langlois,Argentine,Male,1964
53123,3379,André Lanskoy,French,Male,1960
53124,3380,Louis Lanzano,American,Male,1977
53126,3381,Ernesto Bruno La Padula,Italian,Male,0
53127,3382,Charles Lapierre,French,0,1956
53128,3383,Tadeusz Lapinski,Polish,Male,1961
53129,3384,Harry S. Lapow,American,Male,1965
53130,3385,Pierre Laprade,French,Male,1964
53174,3386,Magali Lara,Mexican,Female,1990
53175,3387,Raoul François Larche,French,Male,1973
53176,3388,Berto Lardera,Nationality unknown,Male,1967
53177,3389,Mikhail Larionov,Russian,Male,2001
53213,3390,Eugene Larkin,American,Male,1956
53220,3391,Johannes Larsen,Danish,Male,1968
53221,3392,Lisa Larsen,American,Female,1964
53222,3393,William G. Larson,American,Male,1977
53230,3394,Jacques-Henri Lartigue,French,Male,1963
53275,3395,Mauricio Lasansky,American,Male,1944
53280,3396,Pat Lasch,American,Female,1979
53281,3397,Oskar Laske,Austrian,Male,1942
53282,3398,Siegfried Laske,Nationality unknown,Male,1969
53283,3399,Jonathan Lasker,American,Male,1985
53298,3400,Ibram Lassaw,American,Male,1998
53302,3401,Charles Lassiter,American,Male,1974
53303,3402,Maria Lassnig,Austrian,Female,1990
53313,3403,Ger Lataster,Dutch,Male,1957
53315,3404,John Latham,British,Male,1940
53320,3406,Clarence John Laughlin,American,Male,1975
53342,3407,Jean Launois,French,Male,1964
53344,3408,Marie Laurencin,French,Female,1959
53435,3409,Henri Laurens,French,Male,1955
53597,3410,John Laurent,American,Male,1955
53598,3412,Uwe Lausen,German,Male,1969
53601,3414,Ray Lauzzana,American,Male,1971
53603,3415,Warja Lavater,Swiss,Female,1980
53606,3416,Alma Lavenson,American,Female,1941
53610,3418,Jacob Lawrence,American,Male,1985
53649,3420,Ernest Lawton (?),British,Male,1985
53650,3421,Michael Lax,American,Male,1981
53655,3422,"Elizabeth ""Grandma"" Layton",American,Female,1990
53656,3423,Gustavo Lazarini Terradas,Uruguayan,Male,1942
53658,3424,Giulio Lazzotti,Italian,Male,1983
53663,3425,Alphonse Le Blondel,French,Male,1988
53664,3426,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1985
53838,3427,Henri Le Fauconnier,French,Male,1953
53839,3428,Jean Le Gac,French,Male,1980
53841,3429,Gustave Le Gray,French,Male,1991
53875,3430,Le Jeune,French,0,1982
53878,3431,Jean Le Moal,French,Male,1954
53879,3432,Julio Le Parc,Argentine,Male,1967
53888,3433,Guillaume Le Roy,Dutch,Male,1973
53889,3434,Henri Le Secq,French,Male,1941
53900,3435,Barry Le Va,American,Male,1985
53929,3436,David Leach,American,Male,1973
53931,3437,Alun Leach-Jones,British,Male,1973
53933,3438,June Leaf,American,Female,1965
53934,3439,Fernando Leal,Mexican,Male,1942
53935,3440,Lawrence Lebduska,American,Male,1939
53937,3441,J. J. Christian Lebeau,Dutch,Male,1983
53938,3442,Lebegue,French,0,1956
53939,3443,Jean-Jacques Lebel,French,Male,1964
53942,3444,Jan Lebenstein,Polish,Male,1962
53947,3445,Dick Lebowitz,American,Male,1965
53948,3446,Christopher Le Brun,British,Male,1988
53950,3447,Rico Lebrun,American,Male,1964
53976,3448,Juana Lecaros,Chilean,Female,1969
53977,3449,Arthur Lee,American,Male,0
53978,3450,Baldwin S. Lee,American,Male,1986
